"SASKAITOS_METAI","KREDITORIUS","KREDITORIAUS_NR","SUTARTIES_NR","SASKAITOS_DATA","SASKAITOS_NR","DK_DATA","TERMS_DATE","TREMINAS","VALIUTA","INVOICE_TYPE_LOOKUP_CODE","FIN_SALTINIS","PRIEMONE","SAMATA","EKON_KLAS","ASIGNAV_VALDYTOJAS","ASIGN_VALD_APRASAS","EILUTES_SUMA","APMOKETA_SUMA","SKOLOS_SUMA","SKOLOS_SUMA_ES","DEPARTAMENTAS"
"2021","Jonas Pakolka","1507",,"2021-06-30T00:00","NCTB1305471","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","EXPENSE REPORT","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",122.3,0,122.3,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Jonas Pakolka","1507",,"2021-06-30T00:00","NCTB1305471","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","EXPENSE REPORT","VR04","203010302","VR10104","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",52.42,0,52.42,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Švarus pasaulis, UAB","300658389",,"2021-06-30T00:00","SKN8535","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",55.1,0,55.1,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Jonas Pakolka","1507",,"2021-06-30T00:00","SS41209565946","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","EXPENSE REPORT","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",22.65,0,22.65,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vilniaus vandenys, UAB","120545849",,"2021-06-30T00:00","VAS01283499","2021-06-30T00:00","2021-06-30T00:00","30 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.20.3.","188710061","Savivaldybės administracija",3.67,0,3.67,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Veritas bona UAB","304628436",,"2021-06-30T00:00","VB2391","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",181.5,0,181.5,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","VM SAM 13 sk-2 vc papildoma įm","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.1.2.1.1.1.","188710061","Savivaldybės administracija",13,0,13,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vilniaus miesto parkai VŠĮ","302705154",,"2021-06-30T00:00","VMP210162","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.14.","188710061","Savivaldybės administracija",263.38,0,263.38,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vilniaus miesto parkai VŠĮ","302705154",,"2021-06-30T00:00","VMP210162","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.20.3.","188710061","Savivaldybės administracija",1.34,0,1.34,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vilniaus miesto parkai VŠĮ","302705154",,"2021-06-30T00:00","VMP210162","2021-06-30T00:00","2021-06-30T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",5.42,0,5.42,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VMI prie LRFM","188659752",,"2021-06-30T00:00","VR SAM (darželiai)19 sk-5 vcGPM","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.1.1.1.1.","188710061","Savivaldybės administracija",2.62,0,2.62,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VSDF valdyba prie SADM","191630223",,"2021-06-30T00:00","VR SAM 2sk-5 vc papild įmoka","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","STANDARD","VR04","203010302","VR10104","2.1.2.1.1.1.","188710061","Savivaldybės administracija",46.86,0,46.86,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vilniaus miesto savivaldybės administracija","188710061",,"2021-06-30T00:00","ŽN/Permoka/2021-06","2021-06-30T00:00","2021-06-30T00:00","Nedelsiant","EUR","CREDIT","01","0000000000","0000000","1.4.4.1.1.2.","188708377","Finansų departamentas",-10606.88,0,-10606.88,,"Administracija EUR"
"2021","Finansininkų grupė UAB","124944233",,"2021-07-01T00:00","ARCHR000357","2021-07-01T00:00","2021-07-01T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",18.22,0,18.22,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Galimybių plėtra, Všį","302861228",,"2021-07-01T00:00","GP139","2021-07-01T00:00","2021-07-01T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",1000,0,1000,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Pretendentas, UAB","149966796",,"2021-07-01T00:00","SORP101267518","2021-07-01T00:00","2021-07-01T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",139.52,0,139.52,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vyras kalba MB","305584149",,"2021-07-02T00:00","MBVK7","2021-07-02T00:00","2021-07-02T00:00","20 dienų","EUR","STANDARD","2M29","203010302","6000566","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",1890,0,1890,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vyras kalba MB","305584149",,"2021-07-02T00:00","MBVK7","2021-07-02T00:00","2021-07-02T00:00","20 dienų","EUR","STANDARD","VR05","03010401","VR10105","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",810,0,810,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","MB Linksmasis zebras","304291428",,"2021-07-05T00:00","LZ4392","2021-07-05T00:00","2021-07-05T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",29.04,0,29.04,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Priklausomybės ligų specialistų asociacija","304159191",,"2021-07-07T00:00","PLSA2106.20.2","2021-07-07T00:00","2021-07-07T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",1217.3,0,1217.3,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Priklausomybės ligų specialistų asociacija","304159191",,"2021-07-07T00:00","PLSA2106.20.2","2021-07-07T00:00","2021-07-07T00:00","Nedelsiant","EUR","STANDARD","VR05","203010302","VR10105","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",521.7,0,521.7,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Susisiekimo paslaugos, SĮ","124644360",,"2021-07-07T00:00","SVD417/21","2021-07-07T00:00","2021-07-07T00:00","90 dienų","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.6.","188710061","Savivaldybės administracija",378,0,378,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Susisiekimo paslaugos, SĮ","124644360",,"2021-07-07T00:00","SVD417/21","2021-07-07T00:00","2021-07-07T00:00","90 dienų","EUR","STANDARD","VR07","03010401","VR10107","2.2.1.1.1.6.","188710061","Savivaldybės administracija",252,0,252,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Demografinių tyrimų ir ekspertizių centras","305562925",,"2021-07-08T00:00","DTEC00001","2021-07-08T00:00","2021-07-08T00:00","20 dienų","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",2700,0,2700,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Regos prekyba MB","303564984",,"2021-07-08T00:00","Rega31","2021-07-08T00:00","2021-07-08T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",10.89,0,10.89,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VšĮ ""Tarptautinis maratonas""","300561278",,"2021-07-08T00:00","TM21 Nr. 018","2021-07-08T00:00","2021-07-08T00:00","90 dienų","EUR","STANDARD","VR07","03010401","VR10107","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",750,0,750,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","VšĮ ""Tarptautinis maratonas""","300561278",,"2021-07-08T00:00","TM21 Nr. 018","2021-07-08T00:00","2021-07-08T00:00","90 dienų","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",1750,0,1750,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Priklausomybės ligų specialistų asociacija","304159191",,"2021-07-09T00:00","PLSA21","2021-07-09T00:00","2021-07-09T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",2676.8,0,2676.8,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Priklausomybės ligų specialistų asociacija","304159191",,"2021-07-09T00:00","PLSA21","2021-07-09T00:00","2021-07-09T00:00","Nedelsiant","EUR","STANDARD","VR05","203010302","VR10105","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",1147.2,0,1147.2,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Pretendentas, UAB","149966796",,"2021-07-09T00:00","SORP101267581","2021-07-09T00:00","2021-07-09T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",10.8,0,10.8,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Eglės Kazokaitės floristika ir dekoras UAB","303231022",,"2021-07-12T00:00","EKFD1537","2021-07-12T00:00","2021-07-12T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",40,0,40,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","SEB bankas","11120212388",,"2021-07-13T00:00","A72-117/21/3","2021-07-13T00:00","2021-07-13T00:00","Nedelsiant","EUR","STANDARD","01","208050101","1300170","3.3.1.4.1.2.","188710061","Vilniaus miesto savivaldybės administracija",2013221.75,0,2013221.75,,"Iždas EUR"
"2021","Ermitažas, UAB","300090381",,"2021-07-13T00:00","ERA750936","2021-07-13T00:00","2021-07-13T00:00","30 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",120,0,120,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","MB Linksmasis zebras","304291428",,"2021-07-15T00:00","LZ4426","2021-07-15T00:00","2021-07-15T00:00","20 dienų","EUR","STANDARD","VR04","03010401","VR10104","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",19.36,0,19.36,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Sandėliukų centras, UAB","303521513",,"2021-07-16T00:00","SC11962","2021-07-16T00:00","2021-07-16T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",116.46,0,116.46,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vaidoma UAB","170604677",,"2021-07-16T00:00","VAI0164015","2021-07-16T00:00","2021-07-16T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",60.5,0,60.5,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Socialinis institutas, UAB","302497415",,"2021-07-19T00:00","SI3086","2021-07-19T00:00","2021-07-19T00:00","20 dienų","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",330.76,0,330.76,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Socialinis institutas, UAB","302497415",,"2021-07-19T00:00","SI3086","2021-07-19T00:00","2021-07-19T00:00","20 dienų","EUR","STANDARD","VR07","203010302","VR10107","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",141.75,0,141.75,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Socialinis institutas, UAB","302497415",,"2021-07-19T00:00","SI3087","2021-07-19T00:00","2021-07-19T00:00","20 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",61.71,0,61.71,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Veritas bona UAB","304628436",,"2021-07-19T00:00","VB2416","2021-07-19T00:00","2021-07-19T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.16.","188710061","Savivaldybės administracija",229,0,229,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","UAB Penkiolika minučių iki vidurnakčio","304448363",,"2021-07-20T00:00","DT0394","2021-07-20T00:00","2021-07-20T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",2242.86,0,2242.86,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","UAB Penkiolika minučių iki vidurnakčio","304448363",,"2021-07-20T00:00","DT0394","2021-07-20T00:00","2021-07-20T00:00","Nedelsiant","EUR","STANDARD","VR07","203010302","VR10107","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",961.22,0,961.22,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Apertumas MB","304975586",,"2021-07-20T00:00","PRT1740","2021-07-20T00:00","2021-07-20T00:00","7 dienos","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",95,0,95,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Kompiuterinių programų mokymo centras, VšĮ","125247995",,"2021-07-21T00:00","KPMC1000590","2021-07-21T00:00","2021-07-21T00:00","20 dienų","EUR","STANDARD","3M01","203010302","6000567","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",204,0,204,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Kompiuterinių programų mokymo centras, VšĮ","125247995",,"2021-07-21T00:00","KPMC1000590","2021-07-21T00:00","2021-07-21T00:00","20 dienų","EUR","STANDARD","01","203010302","6000565","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",204,0,204,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Kompiuterinių programų mokymo centras, VšĮ","125247995",,"2021-07-21T00:00","KPMC1000590","2021-07-21T00:00","2021-07-21T00:00","20 dienų","EUR","STANDARD","3M01","203010302","6000567","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",2312,0,2312,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Panorama hotel, UAB Mikotelgroup","125161496",,"2021-07-22T00:00","HPV074305","2021-07-22T00:00","2021-07-22T00:00","Nedelsiant","EUR","STANDARD","VR05","03010401","VR10105","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",202.8,0,202.8,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Panorama hotel, UAB Mikotelgroup","125161496",,"2021-07-22T00:00","HPV074305","2021-07-22T00:00","2021-07-22T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",473.2,0,473.2,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Panorama hotel, UAB Mikotelgroup","125161496",,"2021-07-22T00:00","HPV074306","2021-07-22T00:00","2021-07-22T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",122.5,0,122.5,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Panorama hotel, UAB Mikotelgroup","125161496",,"2021-07-22T00:00","HPV074306","2021-07-22T00:00","2021-07-22T00:00","Nedelsiant","EUR","STANDARD","VR05","03010401","VR10105","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",52.5,0,52.5,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","PROTOTECHNIKA, UAB","123060356",,"2021-07-23T00:00","AUT0065263","2021-07-23T00:00","2021-07-23T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.21.","188710061","Savivaldybės administracija",121,0,121,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Panorama hotel, UAB Mikotelgroup","125161496",,"2021-07-23T00:00","HPV974308","2021-07-23T00:00","2021-07-23T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",574,0,574,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Panorama hotel, UAB Mikotelgroup","125161496",,"2021-07-23T00:00","HPV974308","2021-07-23T00:00","2021-07-23T00:00","Nedelsiant","EUR","STANDARD","VR05","03010401","VR10105","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",246,0,246,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Elena Gaudiešiūtė","3558978",,"2021-07-26T00:00","EG3","2021-07-26T00:00","2021-07-26T00:00","20 dienų","EUR","STANDARD","VR05","03010401","VR10105","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",441.6,0,441.6,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Elena Gaudiešiūtė","3558978",,"2021-07-26T00:00","EG3","2021-07-26T00:00","2021-07-26T00:00","20 dienų","EUR","STANDARD","2M29","203010302","6000566","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",1030.4,0,1030.4,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vilniaus vystymo kompanija, UAB","120750163",,"2021-07-27T00:00","KSM4958","2021-08-01T00:00","2021-07-27T00:00","9 dienos","EUR","STANDARD","13","20108010811","4018292","3.1.1.2.1.2.","188710061","Savivaldybės administracija",30,0,30,,"Administracija EUR"
"2021","Vilniaus vystymo kompanija, UAB","120750163",,"2021-07-27T00:00","KSM4958","2021-08-01T00:00","2021-07-27T00:00","9 dienos","EUR","STANDARD","13","20108010811","4018292","3.1.1.2.1.2.","188710061","Savivaldybės administracija",6.3,0,6.3,,"Administracija EUR"
"2021","Vilniaus vystymo kompanija, UAB","120750163",,"2021-07-27T00:00","KSM4959","2021-08-01T00:00","2021-07-27T00:00","9 dienos","EUR","STANDARD","13","20108010811","4018292","3.1.1.2.1.2.","188710061","Savivaldybės administracija",0.3,0,0.3,,"Administracija EUR"
"2021","Vilniaus vystymo kompanija, UAB","120750163",,"2021-07-27T00:00","KSM4959","2021-08-01T00:00","2021-07-27T00:00","9 dienos","EUR","STANDARD","13","20108010811","4018292","3.1.1.2.1.2.","188710061","Savivaldybės administracija",1.5,0,1.5,,"Administracija EUR"
"2021","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2021-07-28T00:00","EASR01843041","2021-07-28T00:00","2021-07-28T00:00","Nedelsiant","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",97.49,0,97.49,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","MB Legras","303132266",,"2021-07-28T00:00","LEG210191","2021-07-28T00:00","2021-07-28T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",60.5,0,60.5,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vertimų karaliai MB","304255745",,"2021-07-28T00:00","VK-0009352","2021-07-28T00:00","2021-07-28T00:00","Nedelsiant","EUR","STANDARD","2M22","203010302","6000798","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",914.76,0,914.76,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Vertimų karaliai MB","304255745",,"2021-07-28T00:00","VK-0009352","2021-07-28T00:00","2021-07-28T00:00","Nedelsiant","EUR","STANDARD","VR07","203010302","VR10107","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",392.04,0,392.04,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Saugos tarnyba ""Argus"", UAB","141237452",,"2021-07-30T00:00","ARG01323095","2021-07-30T00:00","2021-07-30T00:00","90 dienų","EUR","STANDARD","2M21","203010302","6000797","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",45.98,0,45.98,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
"2021","Panorama hotel, UAB Mikotelgroup","125161496",,"2021-07-30T00:00","HPV074327","2021-07-30T00:00","2021-07-30T00:00","Nedelsiant","EUR","STANDARD","2M29","203010302","6000566","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",574,0,574,,"ZZZ_Vilniaus miesto savivaldybės visuomenės sveikatos biuras EUR"
